"","ImageNumber","Count_Nuclei","FileName_Dna","FileName_Overlay","ImageQuality_PowerLogLogSlope_Dna","Mean_Nuclei_AreaShape_Area","Mean_Nuclei_Intensity_IntegratedIntensity_Dna","Mean_Nuclei_Intensity_MaxIntensity_Dna","Mean_Nuclei_Intensity_MeanIntensity_Dna","Metadata_gene","Metadata_plate","Metadata_posNum","Metadata_siRNA","Metadata_timeNum","Metadata_wellNum","PathName_Dna","PathName_Overlay","Metadata_gene_siRNA","Metadata_batch_treatment"
"367",367,156,"EMBO_2012_Group3--s17612--AURKB--W0096--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s17612--AURKB--W0096--P001--T00090--Z000--C01.ome.png.jpg",-0.940107253,516.7371795,8.821177335,0.039183699,0.017483877,"AURKB","EMBO_2012_Group3",1,"s17612",90,96,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00096--s17612--AURKB/P00001--s17612--AURKB","/g/EMBO_HTM_2012--cp/images","AURKB_s17612","EMBO_2012_Group3__AURKB"
"368",368,283,"EMBO_2012_Group3--s3371--COPB1--W0094--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s3371--COPB1--W0094--P001--T00090--Z000--C01.ome.png.jpg",-1.270244606,614.7349823,10.0494544,0.028827654,0.016052578,"COPB1","EMBO_2012_Group3",1,"s3371",90,94,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00094--s3371--COPB1/P00001--s3371--COPB1","/g/EMBO_HTM_2012--cp/images","COPB1_s3371","EMBO_2012_Group3__COPB1"
"369",369,189,"EMBO_2012_Group2--s229174--Scramble--W0087--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s229174--Scramble--W0087--P001--T00090--Z000--C01.ome.png.jpg",-1.485039321,552.7936508,4.490138819,0.01099029,0.007855206,"Scramble","EMBO_2012_Group2",1,"s229174",90,87,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00087--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group2__Scramble"
"370",370,181,"EMBO_2012_Group2--XWNeg9--XWNeg9--W0085--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--XWNeg9--XWNeg9--W0085--P001--T00090--Z000--C01.ome.png.jpg",-1.312412262,621.1767956,5.236914258,0.011997725,0.008182925,"XWNeg9","EMBO_2012_Group2",1,"XWNeg9",90,85,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00085--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_XWNeg9","EMBO_2012_Group2__XWNeg9"
"371",371,153,"EMBO_2012_Group2--s18928--CKAP5--W0088--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s18928--CKAP5--W0088--P001--T00090--Z000--C01.ome.png.jpg",-0.794710808,416.620915,5.443778381,0.030312195,0.012996207,"CKAP5","EMBO_2012_Group2",1,"s18928",90,88,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00088--s18928--CKAP5/P00001--s18928--CKAP5","/g/EMBO_HTM_2012--cp/images","CKAP5_s18928","EMBO_2012_Group2__CKAP5"
"372",372,149,"EMBO_2012_Group2--empty--empty--W0086--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0086--P001--T00090--Z000--C01.ome.png.jpg",-1.452717001,612.5302013,5.215376249,0.012204041,0.008286882,"empty","EMBO_2012_Group2",1,"empty",90,86,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00086--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"373",373,175,"EMBO_2012_Group3--s444246--XWNeg9--W0059--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s444246--XWNeg9--W0059--P001--T00090--Z000--C01.ome.png.jpg",-1.317314976,591.9714286,8.751366864,0.023724466,0.014360457,"XWNeg9","EMBO_2012_Group3",1,"s444246",90,59,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00059--s444246--XWNeg9/P00001--s444246--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_s444246","EMBO_2012_Group3__XWNeg9"
"374",374,277,"EMBO_2012_Group3--s229174--Scramble--W0057--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s229174--Scramble--W0057--P001--T00090--Z000--C01.ome.png.jpg",-1.389207149,545.33213,6.95929891,0.018526444,0.012340333,"Scramble","EMBO_2012_Group3",1,"s229174",90,57,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00057--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group3__Scramble"
"375",375,192,"EMBO_2012_Group3--s229174--Scramble--W0060--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s229174--Scramble--W0060--P001--T00090--Z000--C01.ome.png.jpg",-1.283758256,618.90625,8.366561596,0.022718144,0.0131383,"Scramble","EMBO_2012_Group3",1,"s229174",90,60,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00060--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group3__Scramble"
"376",376,165,"EMBO_2012_Group3--empty--empty--W0058--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0058--P001--T00090--Z000--C01.ome.png.jpg",-1.44629515,583.5030303,8.416829106,0.022397476,0.013668575,"empty","EMBO_2012_Group3",1,"empty",90,58,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00058--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"377",377,185,"EMBO_2012_Group3--s2748--CDC20--W0084--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s2748--CDC20--W0084--P001--T00090--Z000--C01.ome.png.jpg",-0.925422599,501.3405405,8.552422017,0.039724695,0.017725733,"CDC20","EMBO_2012_Group3",1,"s2748",90,84,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00084--s2748--CDC20/P00001--s2748--CDC20","/g/EMBO_HTM_2012--cp/images","CDC20_s2748","EMBO_2012_Group3__CDC20"
"378",378,75,"EMBO_2012_Group3--s449--PLK1--W0081--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s449--PLK1--W0081--P001--T00090--Z000--C01.ome.png.jpg",-1.052431262,534.7866667,11.00140247,0.047891973,0.020686132,"PLK1","EMBO_2012_Group3",1,"s449",90,81,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00081--s449--PLK1/P00001--s449--PLK1","/g/EMBO_HTM_2012--cp/images","PLK1_s449","EMBO_2012_Group3__PLK1"
"379",379,240,"EMBO_2012_Group3--empty--empty--W0083--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0083--P001--T00090--Z000--C01.ome.png.jpg",-1.236292624,606.075,10.03210397,0.029681599,0.016142672,"empty","EMBO_2012_Group3",1,"empty",90,83,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00083--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"380",380,174,"EMBO_2012_Group3--empty--empty--W0082--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0082--P001--T00090--Z000--C01.ome.png.jpg",-1.163577341,591.1954023,9.642182671,0.02903223,0.016073819,"empty","EMBO_2012_Group3",1,"empty",90,82,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00082--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"381",381,139,"EMBO_2012_Group3--empty--empty--W0048--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0048--P001--T00090--Z000--C01.ome.png.jpg",-1.224318504,616.057554,9.488560033,0.029149453,0.015685659,"empty","EMBO_2012_Group3",1,"empty",90,48,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00048--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"382",382,257,"EMBO_2012_Group3--empty--empty--W0045--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0045--P001--T00090--Z000--C01.ome.png.jpg",-1.382038955,526.3929961,7.424637149,0.021193553,0.013638394,"empty","EMBO_2012_Group3",1,"empty",90,45,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00045--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"383",383,224,"EMBO_2012_Group3--s21911--CIT--W0047--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s21911--CIT--W0047--P001--T00090--Z000--C01.ome.png.jpg",-1.241568541,674.5491071,9.880907637,0.024726912,0.01446057,"CIT","EMBO_2012_Group3",1,"s21911",90,47,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00047--s21911--CIT/P00001--s21911--CIT","/g/EMBO_HTM_2012--cp/images","CIT_s21911","EMBO_2012_Group3__CIT"
"384",384,171,"EMBO_2012_Group3--empty--empty--W0046--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0046--P001--T00090--Z000--C01.ome.png.jpg",-1.375931284,584.251462,8.356948925,0.023187469,0.014007136,"empty","EMBO_2012_Group3",1,"empty",90,46,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00046--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
